,Train_loss,Test_loss
0,2.1926615810290846,2.0059103965759277
1,1.9468260302031413,2.005682945251465
2,1.9465003034726915,2.005457639694214
3,1.946174454053864,2.005234479904175
4,1.9458484818637372,2.0050132274627686
5,1.945522391728824,2.0047943592071533
6,1.9451961679515495,2.00457763671875
7,1.9448698073190172,2.0043630599975586
8,1.9445432942454104,2.004150867462158
9,1.944216660620179,2.003941059112549
10,1.9438898268439806,2.0037333965301514
11,1.9435628856058964,2.003528118133545
12,1.9432357172714547,2.0033252239227295
13,1.942908417504813,2.003124713897705
14,1.9425809380524859,2.0029263496398926
15,1.9422532720619348,2.0027308464050293
16,1.9419253865366668,2.002537488937378
17,1.941597301883257,2.0023465156555176
18,1.9412690376743476,2.0021584033966064
19,1.9409405201176912,2.0019726753234863
20,1.940611819154317,2.0017895698547363
21,1.9402829204067322,2.0016090869903564
22,1.939953752149096,2.0014312267303467
23,1.9396243767334547,2.001255989074707
24,1.939294660556762,2.0010833740234375
25,1.938964778566966,2.000913619995117
26,1.9386345957529265,2.000746488571167
27,1.9383041973263024,2.000582456588745
28,1.9379734564667035,2.0004208087921143
29,1.9376424689697036,2.000262498855591
30,1.9373111566785457,2.0001070499420166
31,1.936979620398621,1.999954342842102
32,1.9366476959972643,1.9998047351837158
33,1.9363155031527859,1.999658226966858
34,1.9359830522929717,1.9995146989822388
35,1.9356502153999504,1.999374270439148
36,1.935317085353225,1.999237060546875
37,1.934983599948464,1.9991029500961304
38,1.934649818751096,1.9989720582962036
39,1.9343156619971351,1.9988445043563843
40,1.933981166513304,1.9987200498580933
41,1.9336463622555935,1.9985991716384888
42,1.9333111782370003,1.9984816312789917
43,1.9329756430666893,1.998367428779602
44,1.9326397602541505,1.998256802558899
45,1.932303543102994,1.9981495141983032
46,1.9319669655465654,1.9980456829071045
47,1.9316299987706755,1.9979456663131714
48,1.9312927373743483,1.9978489875793457
49,1.9309550860765656,1.997756004333496
50,1.9306171383728008,1.9976664781570435
51,1.93027882298601,1.997580885887146
52,1.9299401565267305,1.9974987506866455
53,1.9296012006961474,1.997420310974121
54,1.9292618894378788,1.9973454475402832
55,1.9289223142894916,1.9972742795944214
56,1.9285824637971154,1.9972069263458252
57,1.9282422351506538,1.9971429109573364
58,1.92790190066956,1.9970828294754028
59,1.9275612700153808,1.9970263242721558
60,1.927220413322627,1.9969731569290161
61,1.9268793606932408,1.9969232082366943
62,1.926538143242909,1.9968770742416382
63,1.9261968071899112,1.9968340396881104
64,1.9258552940222435,1.99679434299469
65,1.9255137346376932,1.9967576265335083
66,1.925172197372187,1.9967238903045654
67,1.9248306142888032,1.9966926574707031
68,1.924489107712438,1.9966641664505005
69,1.924147592314519,1.9966379404067993
70,1.9238062859790266,1.9966137409210205
71,1.9234650720312658,1.9965914487838745
72,1.9231240801642915,1.9965707063674927
73,1.9227833539773045,1.9965506792068481
74,1.922442928652146,1.9965317249298096
75,1.922102721812137,1.996512532234192
76,1.9217629318832685,1.9964933395385742
77,1.9214234631029623,1.9964728355407715
78,1.9210842620588706,1.9964511394500732
79,1.9207453989491665,1.9964271783828735
80,1.9204067959071005,1.9964001178741455
81,1.9200683331894688,1.996369481086731
82,1.919729880234293,1.9963339567184448
83,1.9193912997909024,1.9962928295135498
84,1.9190523596883617,1.9962451457977295
85,1.9187127116194793,1.9961897134780884
86,1.9183718759256547,1.9961256980895996
87,1.918029531136022,1.9960514307022095
88,1.9176848402535542,1.9959663152694702
89,1.9173371737669886,1.9958685636520386
90,1.916985522808374,1.9957574605941772
91,1.916628784120748,1.9956319332122803
92,1.9162656438515655,1.9954911470413208
93,1.9158947880979893,1.9953341484069824
94,1.9155143467266378,1.995160698890686
95,1.9151225558001814,1.9949703216552734
96,1.9147173246046794,1.9947632551193237
97,1.9142964071852289,1.9945409297943115
98,1.9138576039482973,1.9943041801452637
99,1.913398306226757,1.9940561056137085
100,1.912916537105372,1.9937999248504639
101,1.9128876358806821,1.9937411546707153
102,1.9128812480297472,1.993727445602417
103,1.912879668611501,1.9937241077423096
104,1.91287934792095,1.9937233924865723
105,1.9128792607987832,1.9937232732772827
106,1.9128792301417727,1.9937232732772827
107,1.9128792326147004,1.9937232732772827
108,1.9128792357681585,1.9937232732772827
109,1.912879234715365,1.9937232732772827
110,1.9128792308399987,1.9937232732772827
111,1.9128792347951926,1.9937232732772827
112,1.9128792343335226,1.9937232732772827
113,1.9128792359017368,1.9937232732772827
114,1.912879231923393,1.9937232732772827
115,1.912879235258193,1.9937232732772827
116,1.9128792343843461,1.9937232732772827
117,1.912879236800596,1.9937232732772827
118,1.9128792340245897,1.9937232732772827
119,1.912879234955646,1.9937232732772827
